,상담대분류,상담중분류,상담소분류,상담일자,상품구분,급지,해지일,AS신청유형,AS원인유형,AS처리유형,AS처리시간,cnslt_rscs_diff,rscs_yn
25049,2,11,56,2018-03-07,1,3,1999-01-01,27,63,50,4,-7005,False
25050,2,18,48,2018-03-07,1,2,1999-01-01,25,86,68,-1,-7005,False
25051,4,10,27,2018-03-07,0,0,2018-02-09,25,86,68,-1,-26,False
25052,2,18,48,2018-03-07,1,2,1999-01-01,25,86,68,-1,-7005,False
25053,3,8,55,2018-03-07,1,3,1999-01-01,26,68,54,49..99,-7005,False
25054,4,10,61,2018-03-07,0,2,2019-10-05,25,86,68,-1,577,False
25055,2,18,48,2018-03-07,1,1,2018-02-27,25,86,68,-1,-8,False
25056,3,7,62,2018-03-07,1,0,2018-03-06,13,68,54,4,-1,False
25057,2,18,48,2018-03-07,1,4,2018-03-08,21,73,55,0,1,True
25058,3,8,35,2018-03-07,1,4,1999-01-01,25,86,68,-1,-7005,False
25059,4,10,61,2018-03-07,0,0,2020-01-31,25,86,68,-1,695,False
25060,2,18,48,2018-03-07,1,4,1999-01-01,25,86,68,-1,-7005,False
25061,2,18,48,2018-03-07,1,1,2020-04-08,25,86,68,-1,763,False
25062,3,8,28,2018-03-07,1,3,1999-01-01,25,86,68,-1,-7005,False
25063,2,18,46,2018-03-07,1,2,2018-03-20,25,86,68,-1,13,True
25064,3,4,41,2018-03-07,1,8,1999-01-01,25,86,68,-1,-7005,False
25065,2,18,48,2018-03-07,1,2,1999-01-01,25,86,68,-1,-7005,False
25066,2,11,56,2018-03-07,1,1,1999-01-01,23,0,1,2,-7005,False
25067,2,18,38,2018-03-07,1,1,1999-01-01,27,68,54,24,-7005,False
25068,2,18,48,2018-03-07,1,2,1999-01-01,25,86,68,-1,-7005,False
25069,2,18,46,2018-03-07,1,2,2018-03-08,25,86,68,-1,1,True
25070,3,4,57,2018-03-07,1,3,1999-01-01,25,86,68,-1,-7005,False
25071,2,18,48,2018-03-07,1,1,2018-03-09,25,86,68,-1,2,True
25072,2,18,40,2018-03-07,1,3,2018-03-16,25,86,68,-1,9,True
25073,2,18,48,2018-03-07,1,0,2018-05-29,25,86,68,-1,83,False
25074,2,18,48,2018-03-07,1,0,2018-03-09,27,75,60,0,2,True
25075,2,18,48,2018-03-07,1,2,1999-01-01,25,86,68,-1,-7005,False
25076,2,11,0,2018-03-08,1,2,2020-03-23,25,86,68,-1,746,False
25077,4,10,61,2018-03-08,0,2,1999-01-01,25,86,68,-1,-7006,False
25078,2,11,56,2018-03-08,1,4,2018-07-04,13,87,73,30,118,False
25079,4,10,61,2018-03-08,0,2,1999-01-01,25,86,68,-1,-7006,False
25080,2,18,48,2018-03-08,1,3,1999-01-01,25,86,68,-1,-7006,False
25081,4,10,61,2018-03-08,0,1,1999-01-01,25,86,68,-1,-7006,False
25082,4,10,61,2018-03-08,0,5,2018-12-12,25,86,68,-1,279,False
25083,4,10,27,2018-03-08,0,3,1999-01-01,25,86,68,-1,-7006,False
25084,4,10,61,2018-03-08,0,4,1999-01-01,25,86,68,-1,-7006,False
25085,4,10,27,2018-03-08,0,2,2018-03-19,25,86,68,-1,11,True
25086,4,10,61,2018-03-08,0,2,1999-01-01,25,86,68,-1,-7006,False
25087,2,11,56,2018-03-08,1,7,1999-01-01,20,87,73,33,-7006,False
25088,2,11,56,2018-03-08,1,7,1999-01-01,18,75,55,0,-7006,False
25089,4,10,61,2018-03-08,0,2,2019-07-06,25,86,68,-1,485,False
25090,4,10,27,2018-03-08,0,5,1999-01-01,25,86,68,-1,-7006,False
25091,4,10,61,2018-03-08,0,1,2019-11-20,25,86,68,-1,622,False
25092,2,11,56,2018-03-08,1,4,2018-03-30,23,87,73,4,22,True
25093,2,18,48,2018-03-08,1,4,2018-03-09,25,86,68,-1,1,True
25094,3,8,41,2018-03-08,1,4,1999-01-01,25,86,68,-1,-7006,False
25095,3,4,57,2018-03-08,1,2,2018-03-08,25,86,68,-1,0,False
25096,2,18,48,2018-03-08,1,2,2018-03-09,25,86,68,-1,1,True
25097,3,7,47,2018-03-08,1,0,2018-08-21,27,68,54,2,166,False
25098,2,18,48,2018-03-08,1,1,1999-01-01,25,86,68,-1,-7006,False
25099,2,18,40,2018-03-08,1,4,1999-01-01,25,86,68,-1,-7006,False
25100,3,7,47,2018-03-08,1,3,2019-06-11,23,68,54,21,460,False
25101,3,7,47,2018-03-08,1,3,2019-06-11,26,68,54,21,460,False
25102,2,18,48,2018-03-08,1,0,2018-03-15,25,86,68,-1,7,True
25103,2,18,48,2018-03-08,1,2,1999-01-01,25,86,68,-1,-7006,False
25104,2,18,48,2018-03-08,1,1,2018-03-12,25,86,68,-1,4,True
25105,2,18,48,2018-03-08,1,5,1999-01-01,25,86,68,-1,-7006,False
25106,2,18,48,2018-03-08,1,4,1999-01-01,25,86,68,-1,-7006,False
25107,2,18,48,2018-03-08,1,3,1999-01-01,13,68,54,23,-7006,False
25108,2,18,48,2018-03-08,1,3,1999-01-01,13,68,54,19,-7006,False
25109,2,18,40,2018-03-08,1,2,1999-01-01,25,86,68,-1,-7006,False
25110,2,18,38,2018-03-08,1,4,2018-03-08,25,86,68,-1,0,False
25111,2,18,40,2018-03-08,1,1,2018-03-08,25,86,68,-1,0,False
25112,2,18,48,2018-03-08,1,2,2018-05-30,25,86,68,-1,83,False
25113,3,8,57,2018-03-09,1,1,1999-01-01,25,86,68,-1,-7007,False
25114,4,10,61,2018-03-09,0,2,1999-01-01,25,86,68,-1,-7007,False
25115,4,10,27,2018-03-09,0,1,1999-01-01,25,86,68,-1,-7007,False
25116,3,8,62,2018-03-09,1,4,2018-03-09,25,86,68,-1,0,False
25117,4,10,27,2018-03-09,0,2,2018-03-09,25,86,68,-1,0,False
25118,4,10,27,2018-03-09,0,3,2017-05-23,25,86,68,-1,-290,False
25119,4,10,27,2018-03-09,0,6,1999-01-01,25,86,68,-1,-7007,False
25120,4,10,27,2018-03-09,0,2,1999-01-01,25,86,68,-1,-7007,False
25121,4,10,61,2018-03-09,0,4,1999-01-01,25,86,68,-1,-7007,False
25122,4,10,27,2018-03-09,0,3,2020-05-15,25,86,68,-1,798,False
25123,3,8,41,2018-03-09,1,2,2018-08-01,25,86,68,-1,145,False
25124,3,17,62,2018-03-09,1,1,2016-04-12,25,86,68,-1,-696,False
25125,2,11,10,2018-03-09,1,1,1999-01-01,25,86,68,-1,-7007,False
25126,3,8,39,2018-03-09,1,4,1999-01-01,25,86,68,-1,-7007,False
25127,2,18,48,2018-03-09,1,4,1999-01-01,25,86,68,-1,-7007,False
25128,2,18,46,2018-03-09,1,2,2020-02-13,25,86,68,-1,706,False
25129,2,18,46,2018-03-09,1,2,2020-02-13,25,86,68,-1,706,False
25130,2,18,48,2018-03-09,1,1,1999-01-01,25,86,68,-1,-7007,False
25131,2,18,48,2018-03-09,1,3,1999-01-01,25,86,68,-1,-7007,False
25132,2,18,48,2018-03-09,1,6,1999-01-01,25,86,68,-1,-7007,False
25133,2,18,48,2018-03-09,1,5,2018-03-13,25,86,68,-1,4,True
25134,2,18,40,2018-03-09,1,4,1999-01-01,26,2,2,4,-7007,False
25135,2,18,40,2018-03-09,1,4,1999-01-01,28,0,1,1,-7007,False
25136,2,11,9,2018-03-09,1,1,2019-09-17,25,86,68,-1,557,False
25137,2,18,48,2018-03-09,1,3,1999-01-01,25,86,68,-1,-7007,False
25138,3,7,62,2018-03-09,1,1,2018-03-09,25,86,68,-1,0,False
25139,2,18,48,2018-03-09,1,2,1999-01-01,25,86,68,-1,-7007,False
25140,2,18,48,2018-03-09,1,5,2018-03-19,26,0,1,8,10,True
25141,3,7,47,2018-03-09,1,2,2018-03-30,25,86,68,-1,21,True
25142,2,11,56,2018-03-09,1,3,1999-01-01,23,68,54,25,-7007,False
25143,2,11,56,2018-03-09,1,3,1999-01-01,27,68,54,16,-7007,False
25144,2,11,56,2018-03-09,1,3,1999-01-01,27,68,54,0,-7007,False
25145,2,11,22,2018-03-10,1,3,1999-01-01,18,73,55,0,-7008,False
25146,2,11,22,2018-03-10,1,3,1999-01-01,26,68,54,22,-7008,False
25147,2,11,22,2018-03-10,1,3,1999-01-01,18,68,54,0,-7008,False
25148,4,10,27,2018-03-10,0,3,2020-05-29,25,86,68,-1,811,False
25149,4,10,27,2018-03-10,0,4,1999-01-01,25,86,68,-1,-7008,False
25150,4,10,27,2018-03-10,0,2,2019-12-05,25,86,68,-1,635,False
25151,4,10,27,2018-03-10,0,2,1999-01-01,25,86,68,-1,-7008,False
25152,2,11,56,2018-03-10,1,2,2018-03-30,11,73,60,0,20,True
25153,2,11,56,2018-03-10,1,2,2018-03-30,18,68,54,7,20,True
25154,2,18,48,2018-03-10,1,2,2018-03-19,25,86,68,-1,9,True
25155,4,10,27,2018-03-12,0,1,1999-01-01,25,86,68,-1,-7010,False
25156,4,10,27,2018-03-12,0,2,2018-09-18,25,86,68,-1,190,False
25157,4,10,61,2018-03-12,0,4,1999-01-01,25,86,68,-1,-7010,False
25158,4,10,27,2018-03-12,0,2,1999-01-01,25,86,68,-1,-7010,False
25159,4,10,27,2018-03-12,0,0,2018-07-23,25,86,68,-1,133,False
25160,4,10,61,2018-03-12,0,5,2020-02-19,25,86,68,-1,709,False
25161,4,10,61,2018-03-12,0,3,2015-10-29,25,86,68,-1,-865,False
25162,4,10,61,2018-03-12,0,2,1999-01-01,25,86,68,-1,-7010,False
25163,4,10,27,2018-03-12,0,1,1999-01-01,25,86,68,-1,-7010,False
25164,2,18,40,2018-03-12,1,5,2018-10-15,25,86,68,-1,217,False
25165,4,10,27,2018-03-12,0,1,1999-01-01,25,86,68,-1,-7010,False
25166,2,18,48,2018-03-12,1,1,2018-10-18,25,86,68,-1,220,False
25167,2,11,56,2018-03-12,1,4,1999-01-01,23,7,7,25,-7010,False
25168,2,11,56,2018-03-12,1,4,1999-01-01,23,62,50,46.99,-7010,False
25169,2,11,56,2018-03-12,1,4,1999-01-01,16,68,54,24,-7010,False
25170,2,11,56,2018-03-12,1,4,1999-01-01,23,68,54,8,-7010,False
25171,2,18,48,2018-03-12,1,1,1999-01-01,21,74,55,19,-7010,False
25172,2,18,48,2018-03-12,1,1,1999-01-01,32,68,54,6,-7010,False
25173,2,18,48,2018-03-12,1,6,1999-01-01,25,86,68,-1,-7010,False
25174,4,10,27,2018-03-12,0,5,1999-01-01,25,86,68,-1,-7010,False
25175,2,18,48,2018-03-12,1,2,1999-01-01,25,86,68,-1,-7010,False
25176,2,18,48,2018-03-12,1,1,1999-01-01,27,73,60,3,-7010,False
25177,3,8,57,2018-03-12,1,2,2020-01-30,25,86,68,-1,689,False
25178,3,8,41,2018-03-12,1,1,1999-01-01,23,73,60,42,-7010,False
25179,3,6,62,2018-03-12,1,3,2017-08-28,25,86,68,-1,-196,False
25180,2,18,48,2018-03-12,1,7,1999-01-01,25,86,68,-1,-7010,False
25181,2,18,48,2018-03-12,1,1,2018-03-16,25,86,68,-1,4,True
25182,2,18,40,2018-03-12,1,4,2018-03-13,25,86,68,-1,1,True
25183,2,18,40,2018-03-12,1,3,1999-01-01,23,68,54,69,-7010,False
25184,2,18,48,2018-03-12,1,5,1999-01-01,25,86,68,-1,-7010,False
25185,2,18,48,2018-03-12,1,5,2018-03-22,25,86,68,-1,10,True
25186,2,18,48,2018-03-12,1,1,1999-01-01,25,86,68,-1,-7010,False
25187,2,18,48,2018-03-12,1,3,1999-01-01,25,86,68,-1,-7010,False
25188,2,18,48,2018-03-12,1,1,1999-01-01,23,68,54,2,-7010,False
25189,2,18,48,2018-03-12,1,1,1999-01-01,25,86,68,-1,-7010,False
25190,2,18,48,2018-03-12,1,3,1999-01-01,13,68,54,23,-7010,False
25191,2,18,48,2018-03-12,1,3,1999-01-01,13,68,54,19,-7010,False
25192,2,18,48,2018-03-12,1,1,2018-03-12,25,86,68,-1,0,False
25193,2,18,48,2018-03-12,1,2,2018-03-12,25,86,68,-1,0,False
25194,4,10,61,2018-03-13,0,1,1999-01-01,25,86,68,-1,-7011,False
25195,3,14,55,2018-03-13,1,4,1999-01-01,26,73,60,46,-7011,False
25196,2,18,48,2018-03-13,1,5,1999-01-01,21,68,54,46.99,-7011,False
25197,2,18,48,2018-03-13,1,2,2018-03-13,25,86,68,-1,0,False
25198,2,11,34,2018-03-13,1,2,1999-01-01,25,86,68,-1,-7011,False
25199,2,11,43,2018-03-13,1,2,1999-01-01,25,86,68,-1,-7011,False
25200,3,8,28,2018-03-13,1,2,1999-01-01,25,86,68,-1,-7011,False
25201,2,18,40,2018-03-13,1,5,2018-03-14,25,86,68,-1,1,True
25202,2,18,48,2018-03-13,1,1,2018-03-14,21,74,55,1,1,True
25203,2,18,48,2018-03-13,1,1,1999-01-01,25,86,68,-1,-7011,False
25204,2,18,48,2018-03-13,1,1,1999-01-01,25,86,68,-1,-7011,False
25205,2,18,48,2018-03-13,1,4,1999-01-01,25,86,68,-1,-7011,False
25206,2,18,48,2018-03-13,1,4,2018-04-17,25,86,68,-1,35,True
25207,2,11,10,2018-03-13,1,3,1999-01-01,25,86,68,-1,-7011,False
25208,2,18,40,2018-03-13,1,4,2018-03-19,25,86,68,-1,6,True
25209,2,18,48,2018-03-13,1,3,1999-01-01,25,86,68,-1,-7011,False
25210,2,18,48,2018-03-13,1,1,2017-12-19,25,86,68,-1,-84,False
25211,2,18,48,2018-03-13,1,1,1999-01-01,25,86,68,-1,-7011,False
25212,3,8,47,2018-03-13,1,3,2018-03-14,25,86,68,-1,1,True
25213,2,18,48,2018-03-13,1,2,1999-01-01,25,86,68,-1,-7011,False
25214,2,11,34,2018-03-13,1,1,2018-06-04,23,68,54,9,83,False
25215,2,11,34,2018-03-13,1,1,2018-06-04,23,68,54,4,83,False
25216,2,18,40,2018-03-13,1,1,1999-01-01,25,86,68,-1,-7011,False
25217,2,18,40,2018-03-13,1,1,1999-01-01,25,86,68,-1,-7011,False
25218,2,18,48,2018-03-13,1,2,1999-01-01,25,86,68,-1,-7011,False
25219,2,11,0,2018-03-14,1,2,1999-01-01,25,86,68,-1,-7012,False
25220,4,10,61,2018-03-14,0,2,2018-11-13,25,86,68,-1,244,False
25221,3,8,39,2018-03-14,1,5,1999-01-01,25,86,68,-1,-7012,False
25222,4,10,61,2018-03-14,0,3,1999-01-01,25,86,68,-1,-7012,False
25223,4,10,27,2018-03-14,0,0,1999-01-01,25,86,68,-1,-7012,False
25224,2,18,46,2018-03-14,1,4,2018-11-20,25,86,68,-1,251,False
25225,2,18,48,2018-03-14,1,4,2018-03-26,25,86,68,-1,12,True
25226,2,18,40,2018-03-14,1,3,2019-02-14,25,86,68,-1,337,False
25227,2,18,48,2018-03-14,1,2,2018-03-16,25,86,68,-1,2,True
25228,2,18,48,2018-03-14,1,2,2018-03-16,25,86,68,-1,2,True
25229,2,18,48,2018-03-14,1,3,2018-03-16,25,86,68,-1,2,True
25230,2,18,40,2018-03-14,1,0,2018-03-14,25,86,68,-1,0,False
25231,2,18,40,2018-03-14,1,2,1999-01-01,25,86,68,-1,-7012,False
25232,3,4,35,2018-03-14,1,2,1999-01-01,27,100,45,20,-7012,False
25233,3,8,41,2018-03-14,1,1,1999-01-01,28,68,54,25,-7012,False
25234,2,18,48,2018-03-14,1,2,1999-01-01,25,86,68,-1,-7012,False
25235,2,11,22,2018-03-14,1,2,1999-01-01,23,12,69,16,-7012,False
25236,2,11,43,2018-03-14,1,2,1999-01-01,25,86,68,-1,-7012,False
25237,2,11,43,2018-03-14,1,2,1999-01-01,25,86,68,-1,-7012,False
25238,2,18,48,2018-03-14,1,5,1999-01-01,25,86,68,-1,-7012,False
25239,3,8,57,2018-03-14,1,0,1999-01-01,25,86,68,-1,-7012,False
25240,2,11,56,2018-03-14,1,3,2018-04-10,26,87,73,1,27,True
25241,2,11,56,2018-03-14,1,3,2018-04-10,26,73,55,25,27,True
25242,2,18,48,2018-03-14,1,0,2018-03-15,25,86,68,-1,1,True
25243,2,11,56,2018-03-14,1,2,1999-01-01,13,73,55,4,-7012,False
25244,2,18,48,2018-03-14,1,1,2018-07-17,27,73,60,2,125,False
25245,2,18,48,2018-03-14,1,5,2018-03-19,25,86,68,-1,5,True
25246,2,18,48,2018-03-14,1,5,2018-03-19,25,86,68,-1,5,True
25247,2,18,48,2018-03-14,1,2,2018-03-14,25,86,68,-1,0,False
25248,2,18,48,2018-03-14,1,1,1999-01-01,25,86,68,-1,-7012,False
25249,2,18,38,2018-03-14,1,1,1999-01-01,25,86,68,-1,-7012,False
25250,2,18,48,2018-03-14,1,1,1999-01-01,25,86,68,-1,-7012,False
25251,3,8,55,2018-03-15,1,8,2005-12-29,25,86,68,-1,-4459,False
25252,3,8,57,2018-03-15,1,8,2005-12-29,25,86,68,-1,-4459,False
25253,3,8,57,2018-03-15,1,8,2014-12-02,25,86,68,-1,-1199,False
25254,3,4,57,2018-03-15,1,8,2012-06-29,25,86,68,-1,-2085,False
25255,4,10,27,2018-03-15,0,1,2018-03-16,25,86,68,-1,1,True
25256,4,10,61,2018-03-15,0,4,2018-11-12,25,86,68,-1,242,False
25257,3,8,62,2018-03-15,1,2,2018-04-03,25,86,68,-1,19,True
25258,4,10,27,2018-03-15,0,4,2018-03-19,25,86,68,-1,4,True
25259,4,10,61,2018-03-15,0,2,2018-11-01,25,86,68,-1,231,False
25260,4,10,61,2018-03-15,0,3,1999-01-01,25,86,68,-1,-7013,False
25261,4,10,61,2018-03-15,0,1,1999-01-01,25,86,68,-1,-7013,False
25262,4,10,61,2018-03-15,0,4,2019-07-29,25,86,68,-1,501,False
25263,4,10,61,2018-03-15,0,6,1999-01-01,25,86,68,-1,-7013,False
25264,2,18,48,2018-03-15,1,0,2017-11-06,25,86,68,-1,-129,False
25265,4,10,61,2018-03-15,0,2,1999-01-01,25,86,68,-1,-7013,False
25266,2,18,46,2018-03-15,1,3,1999-01-01,25,86,68,-1,-7013,False
25267,2,18,46,2018-03-15,1,2,2018-12-08,25,86,68,-1,268,False
25268,2,18,40,2018-03-15,1,2,1999-01-01,25,86,68,-1,-7013,False
25269,4,10,61,2018-03-15,0,6,1999-01-01,25,86,68,-1,-7013,False
25270,2,18,48,2018-03-15,1,0,1999-01-01,25,86,68,-1,-7013,False
25271,2,18,48,2018-03-15,1,6,1999-01-01,25,86,68,-1,-7013,False
25272,2,18,48,2018-03-15,1,3,1999-01-01,25,86,68,-1,-7013,False
25273,2,18,48,2018-03-15,1,1,2019-12-09,18,68,54,0,634,False
25274,2,18,48,2018-03-15,1,1,2018-03-15,25,86,68,-1,0,False
25275,2,18,48,2018-03-15,1,2,1999-01-01,25,86,68,-1,-7013,False
25276,2,11,2,2018-03-15,1,4,1999-01-01,11,84,66,3,-7013,False
25277,2,18,48,2018-03-15,1,2,1999-01-01,25,86,68,-1,-7013,False
25278,3,4,47,2018-03-15,1,0,1999-01-01,25,86,68,-1,-7013,False
25279,2,18,48,2018-03-15,1,0,1999-01-01,25,86,68,-1,-7013,False
25280,2,18,48,2018-03-15,1,1,1999-01-01,25,86,68,-1,-7013,False
25281,2,18,48,2018-03-15,1,3,1999-01-01,25,86,68,-1,-7013,False
25282,2,18,48,2018-03-15,1,1,1999-01-01,25,86,68,-1,-7013,False
25283,2,18,48,2018-03-15,1,1,2018-08-31,29,0,1,0,169,False
25284,2,18,48,2018-03-15,1,2,1999-01-01,25,86,68,-1,-7013,False
25285,2,18,48,2018-03-15,1,2,1999-01-01,5,94,80,88..99,-7013,False
25286,2,18,48,2018-03-15,1,1,2018-03-12,25,86,68,-1,-3,False
25287,2,18,48,2018-03-15,1,4,2018-03-15,25,86,68,-1,0,False
25288,3,8,35,2018-03-16,1,8,2005-12-29,25,86,68,-1,-4460,False
25289,3,8,41,2018-03-16,1,8,2012-02-17,25,86,68,-1,-2219,False
25290,4,10,61,2018-03-16,0,0,1999-01-01,25,86,68,-1,-7014,False
25291,4,10,27,2018-03-16,0,5,1999-01-01,25,86,68,-1,-7014,False
25292,4,10,61,2018-03-16,0,2,1999-01-01,25,86,68,-1,-7014,False
25293,4,10,61,2018-03-16,0,4,2018-03-16,25,86,68,-1,0,False
25294,3,8,41,2018-03-16,1,1,1999-01-01,23,68,54,7,-7014,False
25295,2,18,48,2018-03-16,1,4,2018-03-23,21,74,70,0,7,True
25296,4,10,27,2018-03-16,0,6,2018-10-12,25,86,68,-1,210,False
25297,2,18,48,2018-03-16,1,4,2020-01-16,25,86,68,-1,671,False
25298,4,10,61,2018-03-16,0,2,1999-01-01,25,86,68,-1,-7014,False
25299,3,8,55,2018-03-16,1,1,2020-04-27,25,86,68,-1,773,False
25300,2,18,48,2018-03-16,1,1,2019-12-17,25,86,68,-1,641,False
25301,2,18,48,2018-03-16,1,1,1999-01-01,25,86,68,-1,-7014,False
25302,3,8,41,2018-03-16,1,2,2018-03-19,25,86,68,-1,3,True
25303,2,11,2,2018-03-16,1,1,1999-01-01,23,68,54,3,-7014,False
25304,2,11,2,2018-03-16,1,1,1999-01-01,23,3,3,18,-7014,False
25305,2,18,48,2018-03-16,1,1,2018-03-19,25,86,68,-1,3,True
25306,2,18,48,2018-03-16,1,4,2018-12-20,25,86,68,-1,279,False
25307,2,11,56,2018-03-16,1,2,1999-01-01,23,68,54,4,-7014,False
25308,2,18,40,2018-03-16,1,3,2018-03-23,23,73,60,18,7,True
25309,2,18,40,2018-03-16,1,3,2018-03-23,23,0,1,22,7,True
25310,2,18,48,2018-03-16,1,1,1999-01-01,25,86,68,-1,-7014,False
25311,2,18,48,2018-03-16,1,1,1999-01-01,25,86,68,-1,-7014,False
25312,2,18,48,2018-03-16,1,1,1999-01-01,25,86,68,-1,-7014,False
25313,2,18,48,2018-03-16,1,3,2018-03-30,16,68,54,24,14,True
25314,2,18,48,2018-03-16,1,5,2019-04-11,25,86,68,-1,391,False
25315,2,18,40,2018-03-16,1,4,1999-01-01,25,86,68,-1,-7014,False
25316,2,18,40,2018-03-16,1,3,1999-01-01,25,86,68,-1,-7014,False
25317,2,18,40,2018-03-16,1,3,1999-01-01,25,86,68,-1,-7014,False
25318,2,18,48,2018-03-16,1,3,1999-01-01,25,86,68,-1,-7014,False
25319,2,18,48,2018-03-16,1,4,1999-01-01,25,86,68,-1,-7014,False
25320,2,18,48,2018-03-16,1,0,2018-03-16,25,86,68,-1,0,False
25321,2,11,7,2018-03-16,1,1,2018-03-16,25,86,68,-1,0,False
25322,2,11,34,2018-03-16,1,2,1999-01-01,27,73,60,1,-7014,False
25323,2,18,48,2018-03-16,1,4,1999-01-01,25,86,68,-1,-7014,False
25324,4,10,27,2018-03-17,0,3,1999-01-01,25,86,68,-1,-7015,False
25325,4,10,61,2018-03-17,0,0,1999-01-01,25,86,68,-1,-7015,False
25326,4,10,61,2018-03-17,0,2,1999-01-01,25,86,68,-1,-7015,False
25327,4,10,27,2018-03-17,0,1,2020-05-11,25,86,68,-1,786,False
25328,2,18,34,2018-03-17,1,4,1999-01-01,25,86,68,-1,-7015,False
25329,2,11,7,2018-03-19,1,1,1999-01-01,25,86,68,-1,-7017,False
25330,3,8,57,2018-03-19,1,8,2014-09-02,25,86,68,-1,-1294,False
25331,2,11,7,2018-03-19,1,3,1999-01-01,25,86,68,-1,-7017,False
25332,4,10,61,2018-03-19,0,4,2018-05-19,25,86,68,-1,61,False
25333,4,10,61,2018-03-19,0,2,2018-05-03,25,86,68,-1,45,True
25334,4,10,61,2018-03-19,0,1,1999-01-01,25,86,68,-1,-7017,False
25335,4,10,27,2018-03-19,0,5,1999-01-01,25,86,68,-1,-7017,False
25336,4,10,61,2018-03-19,0,2,2018-03-19,25,86,68,-1,0,False
25337,2,18,48,2018-03-19,1,2,1999-01-01,25,86,68,-1,-7017,False
25338,4,10,27,2018-03-19,0,5,2020-05-06,25,86,68,-1,779,False
25339,4,10,61,2018-03-19,0,4,2018-09-20,25,86,68,-1,185,False
25340,2,11,56,2018-03-19,1,1,1999-01-01,25,86,68,-1,-7017,False
25341,3,8,41,2018-03-19,1,2,2018-03-19,23,83,90,4,0,False
25342,4,10,61,2018-03-19,0,1,2019-10-07,25,86,68,-1,567,False
25343,2,18,48,2018-03-19,1,2,1999-01-01,25,86,68,-1,-7017,False
25344,3,7,55,2018-03-19,1,2,1999-01-01,25,86,68,-1,-7017,False
25345,2,18,48,2018-03-19,1,2,1999-01-01,25,86,68,-1,-7017,False
25346,2,11,56,2018-03-19,1,5,1999-01-01,25,86,68,-1,-7017,False
25347,2,18,48,2018-03-19,1,4,1999-01-01,25,86,68,-1,-7017,False
25348,2,18,40,2018-03-19,1,5,2018-03-19,25,86,68,-1,0,False
25349,2,18,48,2018-03-19,1,5,1999-01-01,25,86,68,-1,-7017,False
25350,2,18,48,2018-03-19,1,5,1999-01-01,25,86,68,-1,-7017,False
25351,2,18,48,2018-03-19,1,4,2019-08-02,25,86,68,-1,501,False
25352,2,18,48,2018-03-19,1,1,1999-01-01,25,86,68,-1,-7017,False
25353,2,18,48,2018-03-19,1,1,1999-01-01,25,86,68,-1,-7017,False
25354,2,18,40,2018-03-19,1,2,2018-03-20,25,86,68,-1,1,True
25355,3,7,55,2018-03-20,1,2,1999-01-01,25,86,68,-1,-7018,False
25356,4,10,61,2018-03-20,0,4,1999-01-01,25,86,68,-1,-7018,False
25357,4,10,61,2018-03-20,0,3,2018-03-22,25,86,68,-1,2,True
25358,3,8,57,2018-03-20,1,8,2014-09-30,25,86,68,-1,-1267,False
25359,4,10,61,2018-03-20,0,4,1999-01-01,25,86,68,-1,-7018,False
25360,2,18,48,2018-03-20,1,4,2018-03-27,25,86,68,-1,7,True
25361,4,10,61,2018-03-20,0,2,1999-01-01,25,86,68,-1,-7018,False
25362,4,10,61,2018-03-20,0,1,2018-08-14,25,86,68,-1,147,False
25363,2,18,48,2018-03-20,1,3,2020-03-02,25,86,68,-1,713,False
25364,3,7,57,2018-03-20,1,3,2018-04-10,25,86,68,-1,21,True
25365,4,10,27,2018-03-20,0,1,2020-01-23,25,86,68,-1,674,False
25366,2,18,40,2018-03-20,1,3,1999-01-01,25,86,68,-1,-7018,False
25367,3,8,47,2018-03-20,1,8,2019-11-29,25,86,68,-1,619,False
25368,3,8,41,2018-03-20,1,1,1999-01-01,28,68,54,25,-7018,False
25369,3,8,41,2018-03-20,1,0,2020-05-29,25,86,68,-1,801,False
25370,2,18,48,2018-03-20,1,4,2018-03-22,25,86,68,-1,2,True
25371,2,11,43,2018-03-20,1,2,1999-01-01,25,86,68,-1,-7018,False
25372,3,4,62,2018-03-20,1,1,1999-01-01,25,86,68,-1,-7018,False
25373,2,11,0,2018-03-20,1,8,1999-01-01,18,68,54,30,-7018,False
25374,2,18,48,2018-03-20,1,1,2018-03-22,25,86,68,-1,2,True
25375,2,18,48,2018-03-20,1,4,1999-01-01,25,86,68,-1,-7018,False
25376,2,18,48,2018-03-20,1,4,1999-01-01,25,86,68,-1,-7018,False
25377,2,18,34,2018-03-20,1,5,2018-03-21,25,86,68,-1,1,True
25378,2,18,48,2018-03-20,1,0,1999-01-01,25,86,68,-1,-7018,False
25379,2,18,48,2018-03-20,1,4,1999-01-01,26,73,60,24,-7018,False
25380,2,18,48,2018-03-20,1,1,1999-01-01,25,86,68,-1,-7018,False
25381,2,18,48,2018-03-20,1,3,1999-01-01,25,86,68,-1,-7018,False
25382,2,18,48,2018-03-20,1,3,2018-03-30,16,68,54,24,10,True
25383,2,18,48,2018-03-20,1,1,2018-12-07,25,86,68,-1,262,False
25384,2,11,56,2018-03-20,1,3,2018-03-21,23,61,44,23,1,True
25385,2,18,48,2018-03-20,1,1,2018-03-20,25,86,68,-1,0,False
25386,2,18,48,2018-03-20,1,5,1999-01-01,25,86,68,-1,-7018,False
25387,3,8,55,2018-03-21,1,8,2005-12-29,25,86,68,-1,-4465,False
