,상담대분류,상담중분류,상담소분류,상담일자,상품구분,급지,해지일,AS신청유형,AS원인유형,AS처리유형,AS처리시간,cnslt_rscs_diff,rscs_yn
0,4,10,27,2016-01-01,0,3,2016-06-15,25,86,68,-1,166,False
1,4,10,27,2016-01-01,0,4,2015-12-31,25,86,68,-1,-1,False
2,4,10,27,2016-01-01,0,2,1999-01-01,25,86,68,-1,-6209,False
3,2,11,56,2016-01-01,1,1,1999-01-01,18,75,55,16,-6209,False
4,4,10,27,2016-01-02,0,3,1999-01-01,25,86,68,-1,-6210,False
5,4,10,27,2016-01-02,0,0,2018-02-03,25,86,68,-1,763,False
6,4,10,27,2016-01-02,0,3,2016-01-04,25,86,68,-1,2,True
7,4,10,27,2016-01-02,0,3,2016-03-29,25,86,68,-1,87,False
8,4,10,27,2016-01-02,0,2,2018-03-13,25,86,68,-1,801,False
9,4,10,27,2016-01-02,0,3,2017-12-29,25,86,68,-1,727,False
10,4,10,27,2016-01-02,0,4,2016-08-05,25,86,68,-1,216,False
11,2,11,22,2016-01-02,1,5,1999-01-01,26,68,54,46.99,-6210,False
12,2,11,22,2016-01-02,1,5,1999-01-01,15,73,60,64.99,-6210,False
13,2,11,22,2016-01-02,1,1,1999-01-01,18,68,54,1,-6210,False
14,2,11,22,2016-01-04,1,2,1999-01-01,25,86,68,-1,-6212,False
15,3,8,57,2016-01-04,1,8,2015-09-14,25,86,68,-1,-112,False
16,3,8,57,2016-01-04,1,8,2015-09-14,25,86,68,-1,-112,False
17,4,9,60,2016-01-04,0,1,2017-04-10,25,86,68,-1,462,False
18,4,10,27,2016-01-04,0,1,2015-10-14,25,86,68,-1,-82,False
19,4,10,27,2016-01-04,0,4,2015-11-13,25,86,68,-1,-52,False
20,4,10,27,2016-01-04,0,0,1999-01-01,25,86,68,-1,-6212,False
21,4,10,27,2016-01-04,0,2,2016-07-07,25,86,68,-1,185,False
22,4,10,27,2016-01-04,0,5,2016-03-02,25,86,68,-1,58,True
23,4,10,27,2016-01-04,0,2,2018-08-16,25,86,68,-1,955,False
24,2,11,23,2016-01-04,1,2,2016-01-06,25,86,68,-1,2,True
25,4,10,27,2016-01-04,0,2,2015-12-30,25,86,68,-1,-5,False
26,4,10,27,2016-01-04,0,2,2016-03-16,25,86,68,-1,72,False
27,4,10,27,2016-01-04,0,6,1999-01-01,25,86,68,-1,-6212,False
28,4,10,27,2016-01-04,0,1,2018-08-28,25,86,68,-1,967,False
29,4,10,27,2016-01-04,0,4,1999-01-01,25,86,68,-1,-6212,False
30,4,10,27,2016-01-04,0,0,1999-01-01,25,86,68,-1,-6212,False
31,4,10,27,2016-01-04,0,2,2018-02-27,25,86,68,-1,785,False
32,3,4,57,2016-01-04,1,0,2015-12-11,25,86,68,-1,-24,False
33,2,11,23,2016-01-05,1,7,1999-01-01,25,86,68,-1,-6213,False
34,2,11,56,2016-01-05,1,0,1999-01-01,27,3,3,0,-6213,False
35,2,11,56,2016-01-05,1,0,1999-01-01,13,73,60,0,-6213,False
36,4,10,27,2016-01-05,0,3,2017-10-20,25,86,68,-1,654,False
37,2,11,23,2016-01-05,1,8,2018-06-25,26,73,60,0,902,False
38,2,11,23,2016-01-05,1,8,2018-06-25,28,73,60,22,902,False
39,2,11,56,2016-01-05,1,0,2018-09-06,25,86,68,-1,975,False
40,4,10,27,2016-01-05,0,6,2016-01-29,25,86,68,-1,24,True
41,3,5,47,2016-01-05,1,1,2019-07-26,25,86,68,-1,1298,False
42,2,11,23,2016-01-05,1,2,1999-01-01,25,86,68,-1,-6213,False
43,4,10,27,2016-01-05,0,5,1999-01-01,25,86,68,-1,-6213,False
44,4,10,27,2016-01-05,0,2,2017-12-06,25,86,68,-1,701,False
45,4,10,27,2016-01-05,0,0,1999-01-01,25,86,68,-1,-6213,False
46,4,10,27,2016-01-05,0,5,1999-01-01,25,86,68,-1,-6213,False
47,3,7,47,2016-01-05,1,3,2016-01-07,25,86,68,-1,2,True
48,4,10,27,2016-01-05,0,4,2020-06-05,25,86,68,-1,1613,False
49,4,10,27,2016-01-05,0,3,2016-01-06,25,86,68,-1,1,True
50,4,10,27,2016-01-05,0,2,2019-07-19,25,86,68,-1,1291,False
51,2,18,48,2016-01-05,1,1,2016-01-07,25,86,68,-1,2,True
52,3,7,47,2016-01-05,1,3,2016-01-04,25,86,68,-1,-1,False
53,2,11,23,2016-01-06,1,5,1999-01-01,25,86,68,-1,-6214,False
54,4,10,27,2016-01-06,0,3,1999-01-01,25,86,68,-1,-6214,False
55,4,10,27,2016-01-06,0,3,1999-01-01,25,86,68,-1,-6214,False
56,4,10,27,2016-01-06,0,0,1999-01-01,25,86,68,-1,-6214,False
57,4,10,27,2016-01-06,0,1,1999-01-01,25,86,68,-1,-6214,False
58,4,10,27,2016-01-06,0,2,1999-01-01,25,86,68,-1,-6214,False
59,4,10,27,2016-01-06,0,4,2016-07-01,25,86,68,-1,177,False
60,4,10,27,2016-01-06,0,2,2017-01-03,25,86,68,-1,363,False
61,4,10,27,2016-01-06,0,3,2020-06-08,25,86,68,-1,1615,False
62,4,10,27,2016-01-06,0,1,2016-06-27,25,86,68,-1,173,False
63,4,10,27,2016-01-06,0,1,1999-01-01,25,86,68,-1,-6214,False
64,4,10,27,2016-01-06,0,2,2017-10-20,25,86,68,-1,653,False
65,2,11,56,2016-01-06,1,2,1999-01-01,15,100,45,22,-6214,False
66,2,11,56,2016-01-06,1,2,1999-01-01,13,100,45,0,-6214,False
67,3,7,47,2016-01-06,1,1,1999-01-01,25,86,68,-1,-6214,False
68,4,10,27,2016-01-07,0,1,1999-01-01,25,86,68,-1,-6215,False
69,4,10,27,2016-01-07,0,4,1999-01-01,25,86,68,-1,-6215,False
70,4,10,27,2016-01-07,0,1,1999-01-01,25,86,68,-1,-6215,False
71,4,10,27,2016-01-07,0,3,2016-01-27,25,86,68,-1,20,True
72,4,10,27,2016-01-07,0,2,1999-01-01,25,86,68,-1,-6215,False
73,3,7,62,2016-01-07,1,1,2016-06-27,25,86,68,-1,172,False
74,4,10,27,2016-01-07,0,3,1999-01-01,25,86,68,-1,-6215,False
75,4,10,27,2016-01-07,0,2,2012-05-22,25,86,68,-1,-1325,False
76,3,6,62,2016-01-07,1,2,2016-01-26,25,86,68,-1,19,True
77,4,10,27,2016-01-07,0,1,2018-01-10,25,86,68,-1,734,False
78,4,10,27,2016-01-07,0,4,1999-01-01,25,86,68,-1,-6215,False
79,4,10,27,2016-01-07,0,2,2015-12-15,25,86,68,-1,-23,False
80,4,10,27,2016-01-07,0,2,2016-07-28,25,86,68,-1,203,False
81,4,10,27,2016-01-07,0,2,1999-01-01,25,86,68,-1,-6215,False
82,4,10,27,2016-01-07,0,2,2019-04-25,25,86,68,-1,1204,False
83,4,10,27,2016-01-07,0,2,1999-01-01,25,86,68,-1,-6215,False
84,3,14,41,2016-01-07,1,3,1999-01-01,25,86,68,-1,-6215,False
85,4,10,61,2016-01-07,0,4,2016-11-10,25,86,68,-1,308,False
86,4,10,27,2016-01-07,0,2,1999-01-01,25,86,68,-1,-6215,False
87,4,10,27,2016-01-07,0,2,2019-06-03,25,86,68,-1,1243,False
88,4,10,27,2016-01-07,0,2,2018-11-13,25,86,68,-1,1041,False
89,3,0,19,2016-01-07,1,1,1999-01-01,26,5,57,48,-6215,False
90,3,0,19,2016-01-07,1,1,1999-01-01,26,73,55,21,-6215,False
91,3,0,19,2016-01-07,1,1,1999-01-01,26,73,55,21,-6215,False
92,3,0,19,2016-01-07,1,1,1999-01-01,27,68,54,0,-6215,False
93,3,0,19,2016-01-07,1,1,1999-01-01,26,5,57,48,-6215,False
94,3,0,19,2016-01-07,1,1,1999-01-01,27,68,54,0,-6215,False
95,3,0,19,2016-01-07,1,1,1999-01-01,26,62,50,7,-6215,False
96,3,0,19,2016-01-07,1,1,1999-01-01,26,62,50,7,-6215,False
97,3,7,47,2016-01-07,1,1,2016-01-08,25,86,68,-1,1,True
98,3,7,47,2016-01-07,1,4,2016-01-04,25,86,68,-1,-3,False
99,3,8,47,2016-01-07,1,3,2016-01-07,25,86,68,-1,0,False
100,3,8,47,2016-01-07,1,3,2016-01-07,25,86,68,-1,0,False
101,4,10,27,2016-01-08,0,3,1999-01-01,25,86,68,-1,-6216,False
102,4,10,27,2016-01-08,0,1,2018-07-12,25,86,68,-1,916,False
103,4,10,27,2016-01-08,0,4,2016-11-21,25,86,68,-1,318,False
104,4,10,27,2016-01-08,0,3,2017-08-18,25,86,68,-1,588,False
105,4,10,27,2016-01-08,0,2,2016-11-10,25,86,68,-1,307,False
106,4,10,27,2016-01-08,0,4,1999-01-01,25,86,68,-1,-6216,False
107,4,10,27,2016-01-08,0,2,1999-01-01,25,86,68,-1,-6216,False
108,4,10,27,2016-01-08,0,3,2018-08-11,25,86,68,-1,946,False
109,4,10,27,2016-01-08,0,1,2019-01-24,25,86,68,-1,1112,False
110,4,10,27,2016-01-08,0,2,2017-06-22,25,86,68,-1,531,False
111,2,11,22,2016-01-08,1,4,2016-10-14,15,73,60,28,280,False
112,2,11,22,2016-01-09,1,2,2017-04-17,26,73,60,24,464,False
113,2,11,22,2016-01-09,1,2,2017-04-17,26,0,1,1,464,False
114,4,10,27,2016-01-09,0,6,1999-01-01,25,86,68,-1,-6217,False
115,4,10,27,2016-01-09,0,2,2016-07-05,25,86,68,-1,178,False
116,2,18,48,2016-01-09,1,0,2016-01-08,25,86,68,-1,-1,False
117,2,11,56,2016-01-11,1,4,1999-01-01,13,73,60,5,-6219,False
118,4,10,27,2016-01-11,0,2,2016-01-12,25,86,68,-1,1,True
119,4,10,27,2016-01-11,0,2,1999-01-01,25,86,68,-1,-6219,False
120,4,10,27,2016-01-11,0,1,2018-11-22,25,86,68,-1,1046,False
121,4,10,27,2016-01-11,0,1,2016-11-07,25,86,68,-1,301,False
122,4,10,27,2016-01-11,0,2,2017-02-20,25,86,68,-1,406,False
123,4,10,27,2016-01-11,0,2,2019-06-03,25,86,68,-1,1239,False
124,4,10,27,2016-01-11,0,3,1999-01-01,25,86,68,-1,-6219,False
125,4,10,27,2016-01-11,0,1,2016-12-19,25,86,68,-1,343,False
126,4,10,27,2016-01-11,0,2,2016-05-30,25,86,68,-1,140,False
127,4,10,27,2016-01-11,0,2,2016-09-01,25,86,68,-1,234,False
128,4,10,27,2016-01-11,0,5,1999-01-01,25,86,68,-1,-6219,False
129,4,10,27,2016-01-11,0,4,1999-01-01,25,86,68,-1,-6219,False
130,4,10,27,2016-01-11,0,3,2016-09-19,25,86,68,-1,252,False
131,4,10,27,2016-01-11,0,4,1999-01-01,25,86,68,-1,-6219,False
132,4,10,27,2016-01-11,0,2,2017-10-23,25,86,68,-1,651,False
133,2,11,23,2016-01-11,1,7,1999-01-01,25,86,68,-1,-6219,False
134,2,18,48,2016-01-11,1,1,2016-01-11,25,86,68,-1,0,False
135,4,10,27,2016-01-12,0,0,1999-01-01,25,86,68,-1,-6220,False
136,4,10,27,2016-01-12,0,1,1999-01-01,25,86,68,-1,-6220,False
137,4,10,27,2016-01-12,0,5,2017-04-13,25,86,68,-1,457,False
138,2,11,22,2016-01-12,1,8,2018-12-19,25,86,68,-1,1072,False
139,4,10,27,2016-01-12,0,3,1999-01-01,25,86,68,-1,-6220,False
140,4,10,27,2016-01-12,0,0,2016-01-18,25,86,68,-1,6,True
141,4,10,27,2016-01-12,0,3,2016-04-25,25,86,68,-1,104,False
142,4,10,27,2016-01-12,0,1,2016-06-13,25,86,68,-1,153,False
143,4,10,27,2016-01-12,0,2,2019-11-16,25,86,68,-1,1404,False
144,4,10,27,2016-01-12,0,0,2018-03-21,25,86,68,-1,799,False
145,4,10,27,2016-01-12,0,1,2017-04-04,25,86,68,-1,448,False
146,4,10,27,2016-01-12,0,1,1999-01-01,25,86,68,-1,-6220,False
147,4,10,27,2016-01-12,0,1,2016-01-14,25,86,68,-1,2,True
148,2,11,56,2016-01-12,1,2,1999-01-01,13,68,54,1,-6220,False
149,2,18,40,2016-01-12,1,5,1999-01-01,25,86,68,-1,-6220,False
150,2,11,23,2016-01-13,1,2,2016-01-14,23,68,54,2,1,True
151,4,10,27,2016-01-13,0,4,2016-03-17,25,86,68,-1,64,False
152,4,10,27,2016-01-13,0,4,2018-10-05,25,86,68,-1,996,False
153,4,10,27,2016-01-13,0,2,1999-01-01,25,86,68,-1,-6221,False
154,4,10,27,2016-01-13,0,2,2018-11-14,25,86,68,-1,1036,False
155,4,10,27,2016-01-13,0,2,2016-04-28,25,86,68,-1,106,False
156,4,10,27,2016-01-13,0,4,2018-12-19,25,86,68,-1,1071,False
157,4,10,27,2016-01-13,0,4,2016-01-13,25,86,68,-1,0,False
158,4,10,27,2016-01-13,0,1,1999-01-01,25,86,68,-1,-6221,False
159,4,10,27,2016-01-13,0,1,2016-07-04,25,86,68,-1,173,False
160,4,10,27,2016-01-13,0,0,2016-01-15,25,86,68,-1,2,True
161,4,10,27,2016-01-13,0,2,2017-02-08,25,86,68,-1,392,False
162,4,10,27,2016-01-13,0,3,2018-02-28,25,86,68,-1,777,False
163,4,10,27,2016-01-13,0,4,2016-01-21,25,86,68,-1,8,True
164,4,10,27,2016-01-13,0,1,2020-03-30,25,86,68,-1,1538,False
165,2,11,23,2016-01-13,1,4,1999-01-01,27,100,45,67,-6221,False
166,2,11,23,2016-01-13,1,4,1999-01-01,26,0,1,3,-6221,False
167,4,10,27,2016-01-13,0,5,2016-12-31,25,86,68,-1,353,False
168,4,10,27,2016-01-13,0,3,2018-10-01,25,86,68,-1,992,False
169,4,10,27,2016-01-13,0,3,1999-01-01,25,86,68,-1,-6221,False
170,4,10,27,2016-01-13,0,3,2016-06-25,25,86,68,-1,164,False
171,2,11,22,2016-01-13,1,2,2019-02-25,11,100,45,1,1139,False
172,2,11,22,2016-01-13,1,2,2019-02-25,27,68,54,0,1139,False
173,3,0,25,2016-01-14,1,3,2019-10-29,26,73,60,216,1384,False
174,4,10,27,2016-01-14,0,4,2018-01-12,25,86,68,-1,729,False
175,4,10,27,2016-01-14,0,2,1999-01-01,25,86,68,-1,-6222,False
176,4,10,27,2016-01-14,0,2,2016-01-20,25,86,68,-1,6,True
177,4,10,27,2016-01-14,0,2,1999-01-01,25,86,68,-1,-6222,False
178,4,10,27,2016-01-14,0,2,2017-07-15,25,86,68,-1,548,False
179,4,10,27,2016-01-14,0,2,2016-05-03,25,86,68,-1,110,False
180,3,4,57,2016-01-14,1,1,2020-02-26,21,74,70,21,1504,False
181,4,10,27,2016-01-14,0,5,2019-11-25,25,86,68,-1,1411,False
182,3,7,62,2016-01-14,1,8,2015-10-16,25,86,68,-1,-90,False
183,4,10,27,2016-01-14,0,2,2019-03-04,25,86,68,-1,1145,False
184,4,10,27,2016-01-14,0,0,2016-06-01,25,86,68,-1,139,False
185,4,10,27,2016-01-14,0,2,2017-05-18,25,86,68,-1,490,False
186,4,10,27,2016-01-14,0,1,2017-10-18,25,86,68,-1,643,False
187,3,4,62,2016-01-14,1,1,2018-08-14,25,86,68,-1,943,False
188,4,10,27,2016-01-14,0,2,2016-11-22,25,86,68,-1,313,False
189,3,5,28,2016-01-14,1,1,1999-01-01,25,86,68,-1,-6222,False
190,3,5,28,2016-01-14,1,1,1999-01-01,25,86,68,-1,-6222,False
191,4,10,27,2016-01-14,0,4,1999-01-01,25,86,68,-1,-6222,False
192,2,11,22,2016-01-14,1,0,2020-02-20,28,83,73,1,1498,False
193,2,11,22,2016-01-14,1,0,2020-02-20,23,83,73,1,1498,False
194,4,10,27,2016-01-14,0,2,2019-06-25,25,86,68,-1,1258,False
195,2,11,22,2016-01-14,1,0,2016-11-24,4,73,55,24,315,False
196,2,11,22,2016-01-14,1,0,2016-11-24,26,68,54,25,315,False
197,4,10,27,2016-01-15,0,0,2016-01-25,25,86,68,-1,10,True
198,2,11,22,2016-01-15,1,2,1999-01-01,25,86,68,-1,-6223,False
199,2,11,22,2016-01-15,1,2,1999-01-01,25,86,68,-1,-6223,False
200,4,10,27,2016-01-15,0,1,2016-08-24,25,86,68,-1,222,False
201,4,10,27,2016-01-15,0,1,2018-06-22,25,86,68,-1,889,False
202,4,10,27,2016-01-15,0,3,1999-01-01,25,86,68,-1,-6223,False
203,4,10,27,2016-01-15,0,2,1999-01-01,25,86,68,-1,-6223,False
204,4,10,27,2016-01-15,0,2,2017-08-18,25,86,68,-1,581,False
205,4,10,27,2016-01-15,0,2,1999-01-01,25,86,68,-1,-6223,False
206,4,10,27,2016-01-15,0,2,1999-01-01,25,86,68,-1,-6223,False
207,4,10,27,2016-01-15,0,2,2019-05-24,25,86,68,-1,1225,False
208,4,10,27,2016-01-15,0,2,2019-06-05,25,86,68,-1,1237,False
209,4,10,27,2016-01-15,0,2,2015-12-17,25,86,68,-1,-29,False
210,4,10,27,2016-01-15,0,1,2019-02-08,25,86,68,-1,1120,False
211,4,10,27,2016-01-16,0,0,2018-06-01,25,86,68,-1,867,False
212,4,10,27,2016-01-16,0,1,2016-03-09,25,86,68,-1,53,True
213,4,10,27,2016-01-16,0,6,1999-01-01,25,86,68,-1,-6224,False
214,2,11,56,2016-01-18,1,2,2019-03-07,25,86,68,-1,1144,False
215,3,7,55,2016-01-18,1,5,1999-01-01,25,86,68,-1,-6226,False
216,2,11,56,2016-01-18,1,4,1999-01-01,21,68,54,49..99,-6226,False
217,4,10,27,2016-01-18,0,4,1999-01-01,25,86,68,-1,-6226,False
218,3,7,62,2016-01-18,1,3,2015-11-30,25,86,68,-1,-49,False
219,4,10,27,2016-01-18,0,7,1999-01-01,25,86,68,-1,-6226,False
220,4,10,27,2016-01-18,0,1,2018-02-24,25,86,68,-1,768,False
221,4,10,27,2016-01-18,0,3,2016-01-19,25,86,68,-1,1,True
222,4,10,27,2016-01-18,0,3,2020-01-23,25,86,68,-1,1466,False
223,4,10,27,2016-01-18,0,3,2016-02-02,25,86,68,-1,15,True
224,4,9,60,2016-01-18,0,1,2016-07-29,25,86,68,-1,193,False
225,4,10,27,2016-01-18,0,2,1999-01-01,25,86,68,-1,-6226,False
226,4,10,27,2016-01-18,0,3,2016-01-21,25,86,68,-1,3,True
227,4,10,27,2016-01-18,0,0,1999-01-01,25,86,68,-1,-6226,False
228,4,10,27,2016-01-18,0,1,2017-03-14,25,86,68,-1,421,False
229,4,10,27,2016-01-18,0,2,2019-04-17,25,86,68,-1,1185,False
230,4,10,27,2016-01-18,0,1,2016-10-14,25,86,68,-1,270,False
231,4,10,27,2016-01-18,0,3,2019-01-25,25,86,68,-1,1103,False
232,4,10,27,2016-01-18,0,1,2016-11-11,25,86,68,-1,298,False
233,4,10,27,2016-01-18,0,5,1999-01-01,25,86,68,-1,-6226,False
234,4,10,27,2016-01-18,0,3,2013-10-07,25,86,68,-1,-833,False
235,4,9,27,2016-01-18,0,1,1999-01-01,25,86,68,-1,-6226,False
236,4,10,27,2016-01-18,0,6,1999-01-01,25,86,68,-1,-6226,False
237,4,10,27,2016-01-18,0,3,2016-04-04,25,86,68,-1,77,False
238,4,10,27,2016-01-18,0,0,1999-01-01,25,86,68,-1,-6226,False
239,2,11,22,2016-01-18,1,1,2016-02-23,26,68,54,22,36,True
240,2,11,22,2016-01-18,1,1,2016-02-23,26,68,54,25,36,True
241,2,11,22,2016-01-18,1,1,2016-02-23,26,68,54,22,36,True
242,4,10,27,2016-01-18,0,3,2020-06-30,25,86,68,-1,1625,False
243,3,7,47,2016-01-18,1,3,2016-01-15,25,86,68,-1,-3,False
244,3,7,47,2016-01-18,1,1,2016-01-18,25,86,68,-1,0,False
245,3,14,62,2016-01-18,1,1,1999-01-01,11,98,88,2,-6226,False
246,4,10,27,2016-01-19,0,4,1999-01-01,25,86,68,-1,-6227,False
247,3,7,62,2016-01-19,1,1,1999-01-01,25,86,68,-1,-6227,False
248,4,10,27,2016-01-19,0,1,2020-02-19,25,86,68,-1,1492,False
249,4,10,27,2016-01-19,0,0,2014-05-01,25,86,68,-1,-628,False
250,4,10,27,2016-01-19,0,6,2017-01-19,25,86,68,-1,366,False
251,4,10,27,2016-01-19,0,3,1999-01-01,25,86,68,-1,-6227,False
252,4,10,27,2016-01-19,0,2,1999-01-01,25,86,68,-1,-6227,False
253,3,14,57,2016-01-19,1,8,2014-11-17,25,86,68,-1,-428,False
254,2,11,56,2016-01-19,1,2,2018-11-12,25,86,68,-1,1028,False
255,4,10,27,2016-01-19,0,2,1999-01-01,25,86,68,-1,-6227,False
256,4,10,27,2016-01-19,0,4,1999-01-01,25,86,68,-1,-6227,False
257,4,10,27,2016-01-19,0,2,2016-01-19,25,86,68,-1,0,False
258,4,10,27,2016-01-19,0,1,2016-02-15,25,86,68,-1,27,True
259,3,0,25,2016-01-19,1,5,2016-05-12,23,83,64,25.99,114,False
260,3,4,41,2016-01-19,1,4,1999-01-01,23,73,55,93,-6227,False
261,3,4,41,2016-01-19,1,4,1999-01-01,23,87,73,40.99,-6227,False
262,3,7,57,2016-01-19,1,8,2015-07-10,25,86,68,-1,-193,False
263,3,6,57,2016-01-19,1,8,2015-06-17,25,86,68,-1,-216,False
264,4,10,27,2016-01-19,0,5,2016-01-20,25,86,68,-1,1,True
265,4,10,27,2016-01-19,0,3,1999-01-01,25,86,68,-1,-6227,False
266,2,11,56,2016-01-19,1,1,1999-01-01,23,73,60,24,-6227,False
267,2,11,56,2016-01-19,1,2,1999-01-01,23,83,64,16,-6227,False
268,2,11,56,2016-01-19,1,1,2016-02-23,26,68,54,22,35,True
269,2,11,56,2016-01-19,1,1,2016-02-23,26,68,54,22,35,True
270,2,11,56,2016-01-19,1,1,2016-02-23,26,68,54,25,35,True
271,2,11,23,2016-01-19,1,4,1999-01-01,13,68,54,54,-6227,False
272,4,10,27,2016-01-19,0,4,1999-01-01,25,86,68,-1,-6227,False
273,3,6,41,2016-01-19,1,2,2016-03-02,25,86,68,-1,43,True
274,3,7,62,2016-01-20,1,1,2016-01-20,25,86,68,-1,0,False
275,2,11,23,2016-01-20,1,4,1999-01-01,23,68,54,43,-6228,False
276,2,11,23,2016-01-20,1,1,1999-01-01,27,1,3,31,-6228,False
277,2,11,23,2016-01-20,1,1,1999-01-01,23,73,60,2,-6228,False
278,4,10,27,2016-01-20,0,4,2017-12-04,25,86,68,-1,684,False
279,4,10,27,2016-01-20,0,4,2017-12-04,25,86,68,-1,684,False
280,4,10,27,2016-01-20,0,3,2016-05-10,25,86,68,-1,111,False
281,4,10,27,2016-01-20,0,1,2017-09-20,25,86,68,-1,609,False
282,4,10,27,2016-01-20,0,1,1999-01-01,25,86,68,-1,-6228,False
283,4,10,27,2016-01-20,0,5,2016-01-21,25,86,68,-1,1,True
284,4,10,27,2016-01-20,0,1,1999-01-01,25,86,68,-1,-6228,False
285,4,10,27,2016-01-20,0,1,2016-03-12,25,86,68,-1,52,True
286,4,10,27,2016-01-20,0,2,2016-09-26,25,86,68,-1,250,False
287,4,10,27,2016-01-20,0,1,2016-03-22,25,86,68,-1,62,False
288,4,10,27,2016-01-20,0,0,1999-01-01,25,86,68,-1,-6228,False
289,4,10,27,2016-01-20,0,2,1999-01-01,25,86,68,-1,-6228,False
290,4,10,27,2016-01-20,0,4,1999-01-01,25,86,68,-1,-6228,False
291,4,10,27,2016-01-20,0,3,1999-01-01,25,86,68,-1,-6228,False
292,4,10,27,2016-01-20,0,2,1999-01-01,25,86,68,-1,-6228,False
293,3,7,62,2016-01-20,1,8,2014-07-07,25,86,68,-1,-562,False
294,2,18,48,2016-01-20,1,1,1999-01-01,25,86,68,-1,-6228,False
295,2,11,22,2016-01-21,1,1,1999-01-01,23,68,54,1,-6229,False
296,4,10,27,2016-01-21,0,5,1999-01-01,25,86,68,-1,-6229,False
297,3,7,62,2016-01-21,1,2,2016-01-21,25,86,68,-1,0,False
298,4,10,27,2016-01-21,0,4,2019-08-01,25,86,68,-1,1288,False
299,4,10,27,2016-01-21,0,3,2016-02-01,25,86,68,-1,11,True
300,4,10,27,2016-01-21,0,3,2016-02-01,25,86,68,-1,11,True
301,4,10,27,2016-01-21,0,4,2016-06-09,25,86,68,-1,140,False
302,4,10,27,2016-01-21,0,1,1999-01-01,25,86,68,-1,-6229,False
303,4,10,27,2016-01-21,0,2,1999-01-01,25,86,68,-1,-6229,False
304,4,10,27,2016-01-21,0,1,2017-09-26,25,86,68,-1,614,False
305,3,7,62,2016-01-21,1,2,2015-11-04,25,86,68,-1,-78,False
306,4,10,27,2016-01-21,0,1,2016-01-22,25,86,68,-1,1,True
307,4,10,27,2016-01-21,0,0,2016-05-03,25,86,68,-1,103,False
308,4,10,27,2016-01-21,0,3,1999-01-01,25,86,68,-1,-6229,False
309,4,10,27,2016-01-21,0,2,2017-02-01,25,86,68,-1,377,False
310,4,10,27,2016-01-21,0,2,2018-06-18,25,86,68,-1,879,False
311,3,12,62,2016-01-21,1,2,2017-09-18,25,86,68,-1,606,False
312,4,10,27,2016-01-21,0,0,1999-01-01,25,86,68,-1,-6229,False
313,4,10,27,2016-01-21,0,4,1999-01-01,25,86,68,-1,-6229,False
314,3,6,57,2016-01-21,1,2,2018-07-30,25,86,68,-1,921,False
315,4,10,27,2016-01-21,0,6,1999-01-01,25,86,68,-1,-6229,False
316,3,7,41,2016-01-21,1,0,2016-01-26,25,86,68,-1,5,True
317,3,7,47,2016-01-21,1,1,2016-01-21,25,86,68,-1,0,False
318,4,10,27,2016-01-22,0,0,2017-08-01,25,86,68,-1,557,False
319,3,4,62,2016-01-22,1,4,2016-03-08,25,86,68,-1,46,True
320,4,10,27,2016-01-22,0,4,1999-01-01,25,86,68,-1,-6230,False
321,3,7,57,2016-01-22,1,3,2019-04-16,25,86,68,-1,1180,False
322,4,10,27,2016-01-22,0,1,2018-01-12,25,86,68,-1,721,False
323,4,10,27,2016-01-22,0,1,2018-07-25,25,86,68,-1,915,False
324,4,10,27,2016-01-22,0,6,1999-01-01,25,86,68,-1,-6230,False
325,4,10,27,2016-01-22,0,0,2017-02-10,25,86,68,-1,385,False
326,4,10,27,2016-01-22,0,2,2016-01-22,25,86,68,-1,0,False
327,4,10,27,2016-01-22,0,0,2016-04-27,25,86,68,-1,96,False
328,4,10,27,2016-01-22,0,0,1999-01-01,25,86,68,-1,-6230,False
329,4,10,27,2016-01-22,0,1,2016-02-01,25,86,68,-1,10,True
330,3,4,47,2016-01-22,1,2,2016-01-25,25,86,68,-1,3,True
331,4,10,27,2016-01-23,0,5,2016-04-12,25,86,68,-1,80,False
332,4,10,27,2016-01-23,0,0,2016-09-05,25,86,68,-1,226,False
333,2,11,22,2016-01-23,1,5,1999-01-01,23,73,55,17,-6231,False
334,4,10,27,2016-01-23,0,4,2020-06-26,25,86,68,-1,1616,False
335,4,10,27,2016-01-23,0,0,2018-02-12,25,86,68,-1,751,False
336,4,10,27,2016-01-23,0,2,1999-01-01,25,86,68,-1,-6231,False
337,4,10,27,2016-01-23,0,2,2016-05-26,25,86,68,-1,124,False
338,4,10,27,2016-01-23,0,0,2019-06-12,25,86,68,-1,1236,False
339,4,10,27,2016-01-23,0,1,2015-10-08,25,86,68,-1,-107,False
340,2,11,56,2016-01-25,1,8,1999-01-01,25,86,68,-1,-6233,False
341,4,10,27,2016-01-25,0,4,2020-04-14,25,86,68,-1,1541,False
342,4,10,27,2016-01-25,0,2,2018-04-23,25,86,68,-1,819,False
343,2,11,22,2016-01-25,1,2,2016-01-25,27,68,54,49,0,False
344,4,10,27,2016-01-25,0,3,2018-08-27,25,86,68,-1,945,False
345,4,10,27,2016-01-25,0,0,2019-06-10,25,86,68,-1,1232,False
346,4,10,27,2016-01-25,0,4,1999-01-01,25,86,68,-1,-6233,False
347,4,10,27,2016-01-25,0,2,2019-06-18,25,86,68,-1,1240,False
348,4,10,27,2016-01-25,0,2,1999-01-01,25,86,68,-1,-6233,False
