data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16
1,0,9,20160102,0,86,0,5,20150727,NaN,28,0,1,20190903,20190904,22
1,0,9,20160102,0,86,0,5,20150727,NaN,13,57,48,20190713,20190715,46
1,0,9,20160102,0,86,0,5,20150727,NaN,28,86,40,20190904,20190904,3
1,0,9,20160102,0,86,0,5,20150727,NaN,26,82,81,20180720,20180720,4
1,0,9,20160102,0,86,0,5,20150727,NaN,26,62,57,20160205,20160205,6
1,0,9,20160102,0,86,0,5,20150727,NaN,23,52,45,20200330,20200330,5
1,0,9,20160102,0,86,0,5,20150727,NaN,31,64,57,20151211,20151212,22
1,0,9,20160102,0,86,0,5,20150727,NaN,15,57,48,20160602,20160603,24
1,0,9,20160102,0,86,0,5,20150727,NaN,20,57,48,20150919,20150919,5
1,0,9,20160102,0,86,0,5,20150727,NaN,25,57,48,20160102,20160104,46.99
1,0,9,20160102,0,86,0,5,20150727,NaN,23,57,48,20200311,20200312,20
1,0,9,20160102,0,86,0,5,20150727,NaN,15,62,57,20160129,20160201,64.99
1,0,9,20160102,0,147,2,1,20151126,NaN,15,57,48,20160330,20160330,0
1,0,9,20160102,0,147,2,1,20151126,NaN,23,57,48,20170723,20170725,43
1,0,9,20160102,0,147,2,1,20151126,NaN,18,57,48,20160102,20160102,1
1,0,9,20160102,0,147,2,1,20151126,NaN,26,57,48,20190512,20190513,19
1,0,9,20160102,0,147,2,1,20151126,NaN,20,57,48,20180518,20180518,5
1,0,9,20160102,0,147,2,1,20151126,NaN,31,57,48,20161018,20161018,2
1,0,9,20160102,0,147,2,1,20151126,NaN,23,57,48,20170725,20170728,78
1,0,9,20160102,0,147,2,1,20151126,NaN,26,57,48,20190515,20190516,16
1,0,9,20160102,0,147,2,1,20151126,NaN,23,62,50,20190515,20190515,3
1,0,9,20160102,0,147,2,1,20151126,NaN,26,57,48,20170707,20170708,21
1,0,9,20160104,0,222,1,2,20020813,NaN,20,57,48,20170720,20170720,0
1,0,9,20160104,0,222,1,2,20020813,NaN,26,0,1,20140303,20140303,6
1,0,9,20160104,0,222,1,2,20020813,NaN,25,57,48,20140305,20140305,1
1,0,9,20160104,0,222,1,2,20020813,NaN,25,57,48,20161108,20161108,0
1,0,9,20160104,0,222,1,2,20020813,NaN,31,57,48,20140718,20140719,17
1,0,9,20160104,0,222,1,2,20020813,NaN,18,57,48,20170720,20170721,14
1,0,9,20160104,0,222,1,2,20020813,NaN,31,0,1,20140724,20140724,5
1,0,9,20160104,0,222,1,2,20020813,NaN,26,0,1,20170720,20170720,1
1,0,9,20160104,0,222,1,2,20020813,NaN,20,0,1,20190802,20190802,0
1,0,9,20160104,0,222,1,2,20020813,NaN,25,57,48,20161108,20161108,3
1,0,9,20160108,0,208,1,4,20150901,20161014,15,62,57,20160107,20160108,28
1,0,9,20160109,0,62,0,2,20040323,20170417,25,62,57,20160108,20160109,24
1,0,9,20160109,0,62,0,2,20040323,20170417,25,86,40,20140217,20140218,24
1,0,9,20160109,0,62,0,2,20040323,20170417,25,0,1,20160108,20160108,1
1,0,9,20160109,0,62,0,2,20040323,20170417,13,62,57,20151129,20151130,25
1,0,9,20160109,0,62,0,2,20040323,20170417,20,64,57,20140110,20140111,28.99
1,0,9,20160109,0,62,0,2,20040323,20170417,13,2,2,20150706,20150706,3
1,0,9,20160112,0,9,0,8,20111029,20181219,23,7,8,20170223,20170224,15
1,0,9,20160112,0,9,0,8,20111029,20181219,23,70,61,20150311,20150312,25..99
1,0,9,20160112,0,9,0,8,20111029,20181219,23,70,61,20150322,20150331,221
1,0,9,20160112,0,9,0,8,20111029,20181219,23,7,8,20140701,20140701,2
1,0,9,20160112,0,9,0,8,20111029,20181219,18,62,57,20150727,20150729,49
1,0,9,20160112,0,9,0,8,20111029,20181219,25,57,48,20170207,20170207,8
1,0,9,20160112,0,9,0,8,20111029,20181219,23,70,61,20150313,20150313,9
1,0,9,20160112,0,9,0,8,20111029,20181219,23,72,60,20150402,20150404,40..99
1,0,9,20160113,0,222,1,2,20150827,20190225,25,57,48,20160222,20160222,1
1,0,9,20160113,0,222,1,2,20150827,20190225,11,86,40,20160113,20160113,1
1,0,9,20160113,0,222,1,2,20150827,20190225,13,53,46,20180427,20180428,23
1,0,9,20160113,0,222,1,2,20150827,20190225,18,63,66,20181015,20181015,0
1,0,9,20160113,0,222,1,2,20150827,20190225,23,52,45,20150901,20150902,19
1,0,9,20160113,0,222,1,2,20150827,20190225,26,64,66,20180402,20180402,0
1,0,9,20160113,0,222,1,2,20150827,20190225,13,57,48,20150910,20150910,2
1,0,9,20160113,0,222,1,2,20150827,20190225,26,57,48,20160123,20160123,0
1,0,9,20160114,0,30,2,0,20150223,20200220,13,57,48,20190815,20190816,20
1,0,9,20160114,0,30,2,0,20150223,20200220,25,57,48,20171031,20171031,2
1,0,9,20160114,0,30,2,0,20150223,20200220,23,57,48,20180827,20180827,7
1,0,9,20160114,0,30,2,0,20150223,20200220,27,70,69,20160115,20160115,1
1,0,9,20160114,0,30,2,0,20150223,20200220,11,70,69,20160511,20160511,1
1,0,9,20160114,0,30,2,0,20150223,20200220,23,57,48,20181016,20181016,3
1,0,9,20160114,0,30,2,0,20150223,20200220,23,70,69,20160113,20160113,1
1,0,9,20160114,0,30,2,0,20150223,20200220,23,70,60,20150318,20150318,4
1,0,9,20160114,0,30,2,0,20150223,20200220,18,70,69,20160518,20160518,0
1,0,9,20160114,0,139,2,0,20160111,20161124,4,62,50,20160114,20160115,24
1,0,9,20160114,0,139,2,0,20160111,20161124,25,57,48,20160113,20160114,25
1,0,9,20160115,0,72,0,2,20110815,NaN,13,51,44,20151230,20151231,25
1,0,9,20160115,0,72,0,2,20110815,NaN,13,51,44,20151230,20151231,25
1,0,9,20160115,0,72,0,2,20110815,NaN,23,70,61,20170521,20170522,27
1,0,9,20160115,0,72,0,2,20110815,NaN,23,70,61,20170521,20170522,27
1,0,9,20160115,0,72,0,2,20110815,NaN,18,64,57,20180706,20180707,16
1,0,9,20160115,0,72,0,2,20110815,NaN,18,64,57,20180706,20180707,16
1,0,9,20160118,0,131,0,1,20150519,20160223,25,57,48,20150917,20150919,49
1,0,9,20160118,0,131,0,1,20150519,20160223,25,70,61,20151117,20151118,28
1,0,9,20160118,0,131,0,1,20150519,20160223,25,57,48,20160117,20160118,22
1,0,9,20160118,0,131,0,1,20150519,20160223,25,57,48,20160113,20160114,25
1,0,9,20160118,0,131,0,1,20150519,20160223,25,57,48,20160212,20160213,25.99
1,0,9,20160118,0,131,0,1,20150519,20160223,25,62,57,20150923,20150924,23
1,0,9,20160118,0,131,0,1,20150519,20160223,25,57,48,20160119,20160120,22
1,0,9,20160121,0,141,2,1,20050119,NaN,13,1,2,20150611,20150612,20
1,0,9,20160121,0,141,2,1,20050119,NaN,23,57,48,20160121,20160121,1
1,0,9,20160121,0,141,2,1,20050119,NaN,23,70,61,20190911,20190911,4
1,0,9,20160121,0,141,2,1,20050119,NaN,28,57,48,20180305,20180305,1
1,0,9,20160121,0,141,2,1,20050119,NaN,13,57,48,20190903,20190903,8
1,0,9,20160121,0,141,2,1,20050119,NaN,25,62,57,20190808,20190809,21
1,0,9,20160121,0,141,2,1,20050119,NaN,13,86,40,20190822,20190823,17
1,0,9,20160121,0,141,2,1,20050119,NaN,13,62,57,20200311,20200311,4
1,0,9,20160121,0,141,2,1,20050119,NaN,27,57,48,20180423,20180424,22
1,0,9,20160121,0,141,2,1,20050119,NaN,31,3,3,20190108,20190108,1
1,0,9,20160123,0,88,0,5,20120114,NaN,27,62,57,20190111,20190111,0
1,0,9,20160123,0,88,0,5,20120114,NaN,18,62,57,20190105,20190107,42
1,0,9,20160123,0,88,0,5,20120114,NaN,26,62,50,20190108,20190108,0
1,0,9,20160123,0,88,0,5,20120114,NaN,23,62,50,20160122,20160123,17
1,0,9,20160125,0,27,2,2,20100608,20160125,26,57,48,20160123,20160125,49
1,0,9,20160126,0,91,0,4,20110730,20160830,13,62,57,20160126,20160126,4
1,0,9,20160126,0,91,0,4,20110730,20160830,13,62,57,20160126,20160126,4
1,0,9,20160130,0,200,1,4,20090607,20160325,18,57,48,20150725,20150725,3
1,0,9,20160130,0,200,1,4,20090607,20160325,18,57,48,20160130,20160130,1
1,0,9,20160130,0,58,2,2,20121130,20170512,31,70,69,20141016,20141016,4
1,0,9,20160201,0,97,0,3,20090924,NaN,23,51,44,20150104,20150122,439
1,0,9,20160201,0,97,0,3,20090924,NaN,23,70,61,20191213,20191217,100
1,0,9,20160201,0,97,0,3,20090924,NaN,23,62,57,20190312,20190318,139
1,0,9,20160201,0,97,0,3,20090924,NaN,23,75,69,20160124,20160125,25.99
1,0,9,20160201,0,97,0,3,20090924,NaN,26,3,3,20160209,20160213,107
1,0,9,20160201,0,97,0,3,20090924,NaN,22,62,57,20150811,20150813,45
1,0,9,20160201,0,97,0,3,20090924,NaN,23,75,69,20190201,20190214,309
1,0,9,20160204,0,19,2,1,20120629,NaN,25,57,48,20160204,20160204,0
1,0,9,20160204,0,19,2,1,20120629,NaN,13,57,48,20171027,20171027,0
1,0,9,20160204,0,19,2,1,20120629,NaN,13,57,48,20150611,20150611,1
1,0,9,20160204,0,19,2,1,20120629,NaN,23,57,48,20181105,20181106,20
1,0,9,20160204,0,19,2,1,20120629,NaN,20,57,48,20191106,20191106,2
1,0,9,20160204,0,19,2,1,20120629,NaN,0,5,9,20160630,20160630,0
1,0,9,20160204,0,19,2,1,20120629,NaN,13,57,48,20190517,20190518,21
1,0,9,20160207,0,249,1,3,20021021,NaN,25,2,2,20160510,20160511,20
1,0,9,20160218,0,161,2,0,20061117,20190521,23,57,48,20160217,20160217,1
1,0,9,20160219,0,222,1,2,20100916,NaN,26,2,2,20140919,20140919,3
1,0,9,20160219,0,222,1,2,20100916,NaN,18,82,48,20151012,20151012,6
1,0,9,20160219,0,222,1,2,20100916,NaN,23,53,46,20160219,20160220,21
1,0,9,20160219,0,222,1,2,20100916,NaN,25,2,2,20160106,20160106,5
1,0,9,20160219,0,31,2,1,20101006,NaN,18,62,50,20160219,20160219,0
1,0,9,20160219,0,31,2,1,20101006,NaN,18,62,50,20160816,20160816,0
1,0,9,20160219,0,164,1,2,20151012,NaN,15,57,48,20160218,20160219,16
1,0,9,20160219,0,164,1,2,20151012,NaN,15,57,48,20160218,20160219,16
1,0,9,20160222,0,224,1,3,20080628,NaN,23,71,61,20160222,20160222,1
1,0,9,20160222,0,224,1,3,20080628,NaN,23,57,48,20190220,20190221,20
1,0,9,20160222,0,224,1,3,20080628,NaN,23,70,61,20140820,20140821,24
1,0,9,20160222,0,224,1,3,20080628,NaN,13,70,61,20140826,20140827,25
1,0,9,20160223,0,40,2,1,20130215,20170113,23,70,61,20160216,20160216,0
1,0,9,20160224,0,40,2,1,20130215,20170113,23,70,61,20160216,20160216,0
1,0,9,20160225,0,9,0,6,20131130,NaN,23,57,48,20170810,20170810,1
1,0,9,20160225,0,9,0,6,20131130,NaN,23,70,61,20160506,20160507,28
1,0,9,20160225,0,9,0,6,20131130,NaN,31,51,44,20160223,20160225,46
1,0,9,20160225,0,9,0,6,20131130,NaN,23,57,48,20170524,20170526,46
1,0,9,20160225,0,9,0,6,20131130,NaN,18,62,50,20170304,20170304,0
1,0,9,20160225,0,9,0,6,20131130,NaN,25,57,48,20180703,20180706,72
1,0,9,20160225,0,9,0,6,20131130,NaN,18,57,48,20170302,20170303,14
1,0,9,20160226,0,164,1,2,20120821,20181122,23,0,1,20160216,20160217,23
1,0,9,20160226,0,164,1,2,20120821,20181122,23,57,48,20160225,20160226,19
1,0,9,20160226,0,164,1,2,20120821,20181122,13,0,1,20160226,20160227,24
1,0,9,20160226,0,164,1,2,20120821,20181122,23,70,61,20170613,20170614,21
1,0,9,20160226,0,164,1,2,20120821,20181122,23,57,48,20180810,20180811,18
1,0,9,20160226,0,164,1,2,20120821,20181122,23,64,57,20160303,20160304,21
1,0,9,20160229,0,105,1,2,20100821,NaN,13,57,48,20161224,20161225,25.99
1,0,9,20160229,0,105,1,2,20100821,NaN,22,62,50,20160318,20160319,21
1,0,9,20160229,0,105,1,2,20100821,NaN,26,57,48,20160229,20160302,48
1,0,9,20160229,0,176,2,1,20130803,20160302,15,70,69,20160228,20160228,1
1,0,9,20160229,0,176,2,1,20130803,20160302,15,70,69,20160122,20160122,0
1,0,9,20160229,0,176,2,1,20130803,20160302,23,75,69,20140611,20140612,16
1,0,9,20160229,0,118,1,2,20140419,NaN,26,57,48,20160229,20160229,1
1,0,9,20160229,0,118,1,2,20140419,NaN,25,57,48,20160110,20160111,25
1,0,9,20160229,0,118,1,2,20140419,NaN,25,64,57,20170809,20170810,25.99
1,0,9,20160229,0,118,1,2,20140419,NaN,26,57,48,20161115,20161115,5
1,0,9,20160229,0,118,1,2,20140419,NaN,27,57,48,20180419,20180420,21
1,0,9,20160229,0,118,1,2,20140419,NaN,25,57,48,20140829,20140829,2
1,0,9,20160229,0,118,1,2,20140419,NaN,25,70,61,20190510,20190510,1
1,0,9,20160229,0,118,1,2,20140419,NaN,26,57,48,20170712,20170712,5
1,0,9,20160229,0,118,1,2,20140419,NaN,26,62,57,20161126,20161128,43.99
1,0,9,20160229,0,118,1,2,20140419,NaN,25,87,86,20140422,20140422,4
1,0,9,20160229,0,142,2,1,20141222,20170719,26,57,48,20160317,20160317,0
1,0,9,20160229,0,142,2,1,20141222,20170719,25,57,48,20160310,20160310,0
1,0,9,20160229,0,142,2,1,20141222,20170719,26,57,48,20160317,20160317,0
1,0,9,20160229,0,142,2,1,20141222,20170719,31,57,48,20160229,20160229,0
1,0,3,20160301,0,190,1,7,20100126,NaN,25,62,57,20160128,20160311,1028
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20170710,20170711,25
1,0,9,20160302,0,48,2,8,20080714,NaN,13,57,48,20140905,20140906,28.99
1,0,9,20160302,0,48,2,8,20080714,NaN,26,62,50,20160810,20160811,18
1,0,9,20160302,0,48,2,8,20080714,NaN,26,57,48,20140328,20140330,52.99
1,0,9,20160302,0,48,2,8,20080714,NaN,16,47,48,20141002,20141002,2
1,0,9,20160302,0,48,2,8,20080714,NaN,13,57,48,20140528,20140530,52
1,0,9,20160302,0,48,2,8,20080714,NaN,16,57,48,20140712,20140717,112
1,0,9,20160302,0,48,2,8,20080714,NaN,22,62,87,20150617,20150618,22
1,0,9,20160302,0,48,2,8,20080714,NaN,22,47,48,20140625,20140626,22
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20180615,20180619,87
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20170105,20170105,0
1,0,9,20160302,0,48,2,8,20080714,NaN,25,0,1,20160216,20160217,20
1,0,9,20160302,0,48,2,8,20080714,NaN,26,0,1,20171212,20171212,3
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20180126,20180127,15
1,0,9,20160302,0,48,2,8,20080714,NaN,26,57,48,20141007,20141008,22
1,0,9,20160302,0,48,2,8,20080714,NaN,18,64,50,20140626,20140626,0
1,0,9,20160302,0,48,2,8,20080714,NaN,23,75,69,20180108,20180109,14
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20140707,20140709,45
1,0,9,20160302,0,48,2,8,20080714,NaN,23,70,69,20151203,20151204,25
1,0,9,20160302,0,48,2,8,20080714,NaN,11,62,50,20140730,20140730,0
1,0,9,20160302,0,48,2,8,20080714,NaN,26,62,50,20170713,20170713,0
1,0,9,20160302,0,48,2,8,20080714,NaN,23,57,48,20140203,20140205,52
1,0,9,20160302,0,48,2,8,20080714,NaN,23,64,57,20140725,20140726,24
1,0,9,20160302,0,48,2,8,20080714,NaN,26,64,57,20150119,20150121,49.99
1,0,9,20160302,0,48,2,8,20080714,NaN,28,57,48,20170714,20170714,0
1,0,9,20160302,0,48,2,8,20080714,NaN,23,57,48,20140306,20140310,88.99
1,0,9,20160302,0,48,2,8,20080714,NaN,11,73,77,20200611,NaN,NaN
1,0,9,20160302,0,48,2,8,20080714,NaN,11,57,48,20180109,20180110,24
1,0,9,20160302,0,48,2,8,20080714,NaN,26,57,48,20141027,20141029,46
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20141206,20141206,2
1,0,9,20160302,0,48,2,8,20080714,NaN,25,0,1,20180308,20180308,0
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20180404,20180407,66
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20180308,20180308,1
1,0,9,20160302,0,48,2,8,20080714,NaN,26,5,52,20190514,20190515,24
1,0,9,20160302,0,48,2,8,20080714,NaN,27,57,48,20170715,20170715,1
1,0,9,20160302,0,48,2,8,20080714,NaN,20,64,57,20190615,20190615,2
1,0,9,20160302,0,48,2,8,20080714,NaN,26,57,48,20171212,20171212,1
1,0,9,20160302,0,48,2,8,20080714,NaN,20,47,43,20180602,20180604,45
1,0,9,20160302,0,48,2,8,20080714,NaN,23,62,87,20150921,20150922,22
1,0,9,20160302,0,48,2,8,20080714,NaN,25,62,57,20181220,20181221,18
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20160812,20160813,20
1,0,9,20160302,0,48,2,8,20080714,NaN,25,57,48,20140728,20140730,52
1,0,9,20160302,0,48,2,8,20080714,NaN,23,62,57,20190626,20190627,22
1,0,9,20160302,0,48,2,8,20080714,NaN,25,85,84,20160302,20160303,24
1,0,9,20160302,0,48,2,8,20080714,NaN,13,57,48,20140212,20140215,76
1,0,9,20160302,0,48,2,8,20080714,NaN,26,64,57,20140122,20140123,25
1,0,3,20160304,0,197,1,7,20020618,NaN,31,73,77,20200129,NaN,NaN
1,0,3,20160304,0,197,1,7,20020618,NaN,30,70,60,20190916,20190916,0
1,0,3,20160304,0,197,1,7,20020618,NaN,30,0,1,20160302,20161201,6570
1,0,3,20160304,0,197,1,7,20020618,NaN,26,62,57,20170214,20170214,1
1,0,9,20160304,0,89,0,5,20130207,20160304,23,62,57,20160106,20160106,1
1,0,9,20160304,0,89,0,5,20130207,20160304,23,57,48,20160211,20160216,112
1,0,9,20160304,0,89,0,5,20130207,20160304,23,57,48,20160211,20160216,112
1,0,9,20160304,0,89,0,5,20130207,20160304,23,62,57,20160106,20160106,1
1,0,9,20160304,0,119,1,2,20150324,20200324,23,5,60,20160303,20160304,16
1,0,9,20160304,0,119,1,2,20150324,20200324,25,57,48,20151029,20151029,3
1,0,9,20160304,0,119,1,2,20150324,20200324,26,57,48,20151028,20151029,24
1,0,9,20160304,0,119,1,2,20150324,20200324,18,53,46,20171227,20171228,30
1,0,9,20160305,0,49,2,2,20050411,20171102,23,62,57,20160226,20160226,2
1,0,9,20160305,0,49,2,2,20050411,20171102,23,62,57,20160305,20160305,2
1,0,9,20160305,0,58,2,2,20110528,NaN,23,62,57,20160821,20160822,13
1,0,9,20160305,0,58,2,2,20110528,NaN,23,62,57,20150731,20150731,2
1,0,9,20160305,0,58,2,2,20110528,NaN,23,62,57,20200424,20200424,2
1,0,9,20160305,0,58,2,2,20110528,NaN,18,70,61,20141218,20141218,0
1,0,9,20160305,0,58,2,2,20110528,NaN,23,62,57,20141201,20141201,1
1,0,9,20160305,0,58,2,2,20110528,NaN,18,62,57,20160309,20160309,0
1,0,9,20160305,0,58,2,2,20110528,NaN,23,85,84,20160304,20160304,1
1,0,9,20160310,0,125,0,3,20140614,20170622,23,57,48,20160702,20160704,40.99
1,0,9,20160310,0,125,0,3,20140614,20170622,23,57,48,20160226,20160227,14
1,0,9,20160310,0,125,0,3,20140614,20170622,23,57,48,20160309,20160310,16
1,0,3,20160314,0,234,1,2,20061113,NaN,18,62,57,20200111,20200113,40
1,0,3,20160314,0,234,1,2,20061113,NaN,18,62,57,20200111,20200113,40
1,0,4,20160314,0,234,1,2,20061113,NaN,20,0,1,20191224,20191225,16
1,0,3,20160314,0,234,1,2,20061113,NaN,20,0,1,20191224,20191225,16
1,0,3,20160314,0,234,1,2,20061113,NaN,20,0,1,20191224,20191225,16
1,0,4,20160314,0,234,1,2,20061113,NaN,18,62,57,20200111,20200113,40
1,0,4,20160314,0,234,1,2,20061113,NaN,11,3,2,20160919,20160920,24
1,0,3,20160314,0,234,1,2,20061113,NaN,11,3,2,20160919,20160920,24
1,0,3,20160314,0,234,1,2,20061113,NaN,15,57,48,20160312,20160314,49
1,0,3,20160314,0,234,1,2,20061113,NaN,11,3,2,20160919,20160920,24
1,0,4,20160314,0,234,1,2,20061113,NaN,15,57,48,20160312,20160314,49
1,0,3,20160314,0,234,1,2,20061113,NaN,15,57,48,20160312,20160314,49
1,0,9,20160314,0,179,2,7,20121023,NaN,18,0,1,20140811,20140819,197
1,0,9,20160314,0,179,2,7,20121023,NaN,26,86,40,20140521,20140524,78
1,0,9,20160314,0,179,2,7,20121023,NaN,26,62,57,20160212,20160319,856
1,0,9,20160314,0,179,2,7,20121023,NaN,18,70,61,20141128,20141128,0
1,0,3,20160315,0,57,2,3,20080210,20170718,26,57,48,20160311,20160311,0
1,0,9,20160317,0,18,2,5,20081226,NaN,23,57,48,20160317,20160317,1
1,0,9,20160319,0,83,0,3,20121124,20190314,21,47,48,20160318,20160319,24
1,0,9,20160321,0,72,0,2,20140117,NaN,23,51,45,20180807,20180808,22
1,0,9,20160321,0,72,0,2,20140117,NaN,23,51,44,20160318,20160321,73
1,0,3,20160322,0,91,0,4,20090502,20181017,18,62,57,20160206,20160210,82.99
1,0,9,20160325,0,170,2,2,20160304,NaN,13,75,69,20180223,20180224,22
1,0,9,20160325,0,170,2,2,20160304,NaN,11,57,48,20160324,20160325,20
1,0,9,20160325,0,170,2,2,20160304,NaN,23,62,50,20161222,20161223,19
1,0,3,20160326,0,59,2,2,20100526,NaN,26,70,61,20140324,20140324,4
1,0,3,20160326,0,59,2,2,20100526,NaN,21,70,61,20140324,20140324,0
1,0,3,20160326,0,59,2,2,20100526,NaN,15,70,63,20140326,20140326,2
1,0,3,20160326,0,59,2,2,20100526,NaN,18,57,48,20200427,20200427,10
1,0,3,20160326,0,59,2,2,20100526,NaN,16,57,48,20160325,20160325,0
1,0,3,20160326,0,59,2,2,20100526,NaN,31,70,61,20150422,20150422,3
1,0,3,20160326,0,59,2,2,20100526,NaN,26,57,48,20180327,20180327,5
1,0,3,20160328,0,208,1,4,20100709,NaN,13,62,57,20190327,20190328,20
1,0,3,20160328,0,208,1,4,20100709,NaN,15,62,57,20190226,20190227,22
1,0,3,20160328,0,208,1,4,20100709,NaN,15,62,57,20191219,20191220,24
1,0,3,20160328,0,208,1,4,20100709,NaN,25,0,1,20160408,20160408,4
1,0,3,20160328,0,208,1,4,20100709,NaN,23,70,61,20180127,20180127,5
1,0,3,20160328,0,208,1,4,20100709,NaN,15,53,46,20160323,20160324,23
1,0,3,20160328,0,208,1,4,20100709,NaN,15,62,57,20191110,20191111,20
1,0,3,20160328,0,208,1,4,20100709,NaN,25,0,1,20151127,20151127,5
1,0,3,20160328,0,208,1,4,20100709,NaN,13,62,57,20181123,20181124,23
1,0,3,20160328,0,208,1,4,20100709,NaN,16,57,48,20170803,20170804,33
1,0,3,20160328,0,208,1,4,20100709,NaN,15,57,48,20160509,20160510,18
1,0,3,20160328,0,208,1,4,20100709,NaN,25,75,69,20151127,20151127,1
1,0,3,20160328,0,180,1,5,20110824,NaN,18,65,66,20150807,20150810,72
1,0,9,20160411,0,55,2,2,20150126,NaN,23,57,48,20151019,20151020,11
1,0,9,20160414,0,37,2,1,20110307,NaN,13,71,61,20160412,20160412,0
1,0,9,20160414,0,37,2,1,20110307,NaN,26,52,45,20151207,20151207,0
1,0,3,20160414,0,157,2,8,20150429,20150511,11,66,58,20150429,20150429,0
1,0,5,20160414,0,157,2,8,20150429,20150511,11,66,58,20150429,20150429,0
1,0,9,20160414,0,104,0,4,20160411,NaN,25,0,1,20161011,20161012,25.99
1,0,9,20160414,0,104,0,4,20160411,NaN,23,62,57,20160426,20160427,19
1,0,9,20160414,0,104,0,4,20160411,NaN,26,64,50,20160414,20160415,25
1,0,9,20160415,0,27,2,2,20020927,NaN,11,2,2,20140521,20140521,0
1,0,9,20160415,0,65,0,4,20090609,NaN,25,57,48,20140120,20140121,24
1,0,3,20160418,0,226,1,8,20081108,20190708,25,70,60,20180420,20180421,20
1,0,3,20160418,0,226,1,8,20081108,20190708,26,77,73,20140102,20140103,20
1,0,3,20160418,0,226,1,8,20081108,20190708,25,57,48,20170818,20170918,751
1,0,3,20160418,0,226,1,8,20081108,20190708,26,77,73,20160128,20160203,142
1,0,3,20160418,0,226,1,8,20081108,20190708,11,77,73,20160211,20160211,1
1,0,3,20160418,0,226,1,8,20081108,20190708,13,77,73,20170113,20170113,2
1,0,3,20160418,0,226,1,8,20081108,20190708,21,67,58,20180425,20180425,3
1,0,2,20160418,0,157,2,8,20110428,20151012,11,2,2,20140521,20140521,0
1,0,2,20160418,0,64,0,3,20120204,20170619,23,72,63,20160418,20160418,2
1,0,2,20160418,0,64,0,3,20120204,20170619,23,70,61,20150714,20150715,27
1,0,9,20160418,0,59,2,2,20121013,20170216,23,57,48,20160417,20160417,1
1,0,0,20160418,0,169,2,1,20131228,NaN,23,70,69,20160417,20160417,0
1,0,9,20160418,0,232,1,3,20131230,NaN,23,70,61,20160418,20160418,6
1,0,9,20160418,0,220,1,6,20150704,NaN,13,86,40,20160417,20160418,23
1,0,9,20160418,0,220,1,6,20150704,NaN,26,86,40,20160808,20160810,46
1,0,9,20160418,0,220,1,6,20150704,NaN,13,57,48,20180219,20180219,3
1,0,9,20160418,0,220,1,6,20150704,NaN,26,57,48,20161031,20161101,27
1,0,9,20160418,0,220,1,6,20150704,NaN,31,3,3,20160523,20160524,21
1,0,9,20160418,0,220,1,6,20150704,NaN,16,3,3,20160419,20160421,45
1,0,9,20160418,0,129,0,1,20150902,NaN,23,70,61,20180303,20180305,45
1,0,9,20160418,0,129,0,1,20150902,NaN,13,86,40,20151207,20151207,4
1,0,9,20160418,0,129,0,1,20150902,NaN,23,70,61,20160417,20160418,24
1,0,9,20160418,0,129,0,1,20150902,NaN,23,70,61,20170115,20170117,43
1,0,7,20160419,0,27,2,2,20020927,NaN,11,2,2,20140521,20140521,0
1,0,5,20160419,0,193,1,4,20051017,NaN,21,63,66,20160419,20160419,0
1,0,2,20160419,0,157,2,8,20110428,20151012,11,2,2,20140521,20140521,0
1,0,9,20160419,0,184,1,3,20111114,20180725,20,62,50,20140813,20140813,0
1,0,9,20160419,0,184,1,3,20111114,20180725,13,70,61,20160418,20160419,25
1,0,3,20160419,0,167,0,4,20120723,NaN,3,70,61,20160119,20160121,57
1,0,3,20160419,0,167,0,4,20120723,NaN,11,72,60,20160418,20160502,341
1,0,3,20160419,0,167,0,4,20120723,NaN,23,57,48,20160307,20160308,24
1,0,8,20160419,0,62,0,2,20151007,NaN,13,77,73,20200421,20200422,15
1,0,3,20160420,0,199,1,4,20050912,20181121,31,57,48,20161228,20161229,30
1,0,3,20160420,0,199,1,4,20050912,20181121,23,70,61,20160418,20160420,46
1,0,3,20160420,0,199,1,4,20050912,20181121,22,0,1,20180409,20180409,1
1,0,3,20160420,0,199,1,4,20050912,20181121,22,0,1,20170627,20170629,43.99
1,0,3,20160420,0,199,1,4,20050912,20181121,26,62,57,20180410,20180411,28.99
1,0,9,20160420,0,199,1,4,20061125,NaN,15,57,48,20170413,20170415,46
1,0,9,20160420,0,199,1,4,20061125,NaN,26,70,61,20160418,20160420,55
1,0,0,20160420,0,91,0,4,20091124,NaN,15,53,46,20150518,20150519,23
1,0,5,20160420,0,157,2,8,20110428,20151012,11,2,2,20140521,20140521,0
1,0,2,20160420,0,157,2,8,20110428,20151012,11,2,2,20140521,20140521,0
